regime,seed,snapshot_t,u,v,weight
continuous_sudden,401,1,0,1,0.6301387231680109
continuous_sudden,401,1,0,2,0.3590573549465549
continuous_sudden,401,1,0,3,0.0
continuous_sudden,401,1,0,4,0.0
continuous_sudden,401,1,1,2,0.5986168654109596
continuous_sudden,401,1,1,3,0.46969306493300755
continuous_sudden,401,1,1,4,0.0
continuous_sudden,401,1,2,3,0.6000434607452272
continuous_sudden,401,1,2,4,0.3486014952966817
continuous_sudden,401,1,3,4,0.4602376545619036
continuous_sudden,401,2,0,1,0.0
continuous_sudden,401,2,0,2,0.36002753289534767
continuous_sudden,401,2,0,3,0.0
continuous_sudden,401,2,0,4,0.0
continuous_sudden,401,2,1,2,0.514153123258059
continuous_sudden,401,2,1,3,0.740805581416058
continuous_sudden,401,2,1,4,0.2792649123805776
continuous_sudden,401,2,2,3,0.6895247583505475
continuous_sudden,401,2,2,4,0.2556800062586586
continuous_sudden,401,2,3,4,0.45760588748756703
continuous_sudden,401,3,0,1,0.0
continuous_sudden,401,3,0,2,0.0
continuous_sudden,401,3,0,3,0.0
continuous_sudden,401,3,0,4,0.0
continuous_sudden,401,3,1,2,0.0
continuous_sudden,401,3,1,3,0.7114948904140463
continuous_sudden,401,3,1,4,0.32191718120680085
continuous_sudden,401,3,2,3,0.0
continuous_sudden,401,3,2,4,0.0
continuous_sudden,401,3,3,4,0.5170291965212891
continuous_sudden,401,4,0,1,0.0
continuous_sudden,401,4,0,2,0.2597902895089277
continuous_sudden,401,4,0,3,0.0
continuous_sudden,401,4,0,4,0.0
continuous_sudden,401,4,1,2,0.0
continuous_sudden,401,4,1,3,0.0
continuous_sudden,401,4,1,4,0.4044719381016284
continuous_sudden,401,4,2,3,0.0
continuous_sudden,401,4,2,4,0.0
continuous_sudden,401,4,3,4,0.6486353883641265
continuous_sudden,401,5,0,1,0.0
continuous_sudden,401,5,0,2,0.39130965024528286
continuous_sudden,401,5,0,3,0.0
continuous_sudden,401,5,0,4,0.3040223513957368
continuous_sudden,401,5,1,2,0.0
continuous_sudden,401,5,1,3,0.3805490080072187
continuous_sudden,401,5,1,4,0.444135072529929
continuous_sudden,401,5,2,3,0.32924103115032866
continuous_sudden,401,5,2,4,0.0
continuous_sudden,401,5,3,4,0.0
