regime,seed,snapshot_t,u,v,weight
gradual,201,7,0,3,0.27467620218640665
gradual,201,7,0,4,0.32786237223768994
gradual,201,7,1,2,0.45483363865546955
gradual,201,7,1,3,0.5683156247567132
gradual,201,7,1,4,0.0
gradual,201,7,2,3,0.6419207674843699
gradual,201,7,2,4,0.5946449616497274
gradual,201,7,3,4,0.31548092108426734
gradual,201,8,0,1,0.3300214972436727
gradual,201,8,0,2,0.5193684632465242
gradual,201,8,0,3,0.0
gradual,201,8,0,4,0.37221401345177507
gradual,201,8,1,2,0.5250181740570142
gradual,201,8,1,3,0.5855609968262708
gradual,201,8,1,4,0.0
gradual,201,8,2,3,0.6162230449377535
gradual,201,8,2,4,0.5480319767275592
gradual,201,8,3,4,0.0
gradual,201,9,0,1,0.3846885190658902
gradual,201,9,0,2,0.5266467117196252
gradual,201,9,0,3,0.0
gradual,201,9,0,4,0.40308228128910284
gradual,201,9,1,2,0.5185718828957155
gradual,201,9,1,3,0.5342505546354137
gradual,201,9,1,4,0.0
gradual,201,9,2,3,0.6542006505743655
gradual,201,9,2,4,0.5923651001420158
gradual,201,9,3,4,0.32053942365967825
gradual,201,10,0,1,0.5030663497693751
gradual,201,10,0,2,0.6116102196539641
gradual,201,10,0,3,0.29836359237451643
gradual,201,10,0,4,0.4477362230310127
gradual,201,10,1,2,0.6279482762738577
gradual,201,10,1,3,0.5143795626542557
gradual,201,10,1,4,0.0
gradual,201,10,2,3,0.6846449984663827
gradual,201,10,2,4,0.5958454857626938
gradual,201,10,3,4,0.44351696303996685
gradual,201,11,0,1,0.5808430348406498
gradual,201,11,0,2,0.6553293954012722
gradual,201,11,0,3,0.26799546994632806
gradual,201,11,0,4,0.3810584972117093
gradual,201,11,1,2,0.6157630765576109
gradual,201,11,1,3,0.401661345583909
gradual,201,11,1,4,0.0
gradual,201,11,2,3,0.6105473112504127
gradual,201,11,2,4,0.5972269848529954
gradual,201,11,3,4,0.5058716924523563
sudden,304,0,0,1,0.3100485105087172
sudden,304,0,0,2,0.49989670488475696
sudden,304,0,0,3,0.0
sudden,304,0,0,4,0.0
sudden,304,0,1,2,0.5058817018547245
sudden,304,0,1,3,0.5073893126857697
sudden,304,0,1,4,0.0
sudden,304,0,2,3,0.5272290229992804
sudden,304,0,2,4,0.48074274278200635
sudden,304,0,3,4,0.3615618230516569
sudden,304,1,0,1,0.3090666475441529
sudden,304,1,0,2,0.47238235921147537
sudden,304,1,0,3,0.0
sudden,304,1,0,4,0.0
sudden,304,1,1,2,0.5340419141967623
sudden,304,1,1,3,0.49045435448032126
sudden,304,1,1,4,0.0
sudden,304,1,2,3,0.523894787520834
sudden,304,1,2,4,0.40848415066467714
sudden,304,1,3,4,0.334766312732888
sudden,304,2,0,1,0.3104091971649723
sudden,304,2,0,2,0.5009597491341513
sudden,304,2,0,3,0.0
sudden,304,2,0,4,0.0
sudden,304,2,1,2,0.6037729296640466
sudden,304,2,1,3,0.4669417251650989
sudden,304,2,1,4,0.0
sudden,304,2,2,3,0.4603669504564485
sudden,304,2,2,4,0.4787577630022234
sudden,304,2,3,4,0.41463880533559994
sudden,304,3,0,1,0.0
sudden,304,3,0,2,0.5048733883899945
sudden,304,3,0,3,0.0
sudden,304,3,0,4,0.0
sudden,304,3,1,2,0.5377937746517332
sudden,304,3,1,3,0.4723193277057345
sudden,304,3,1,4,0.0
sudden,304,3,2,3,0.38890720534889545
sudden,304,3,2,4,0.5155906463612354
sudden,304,3,3,4,0.3521290946401182
sudden,304,4,0,1,0.0
sudden,304,4,0,2,0.540082187971934
sudden,304,4,0,3,0.0
sudden,304,4,0,4,0.2500676491610513
sudden,304,4,1,2,0.5880394737456902
sudden,304,4,1,3,0.5301664407400405
sudden,304,4,1,4,0.0
sudden,304,4,2,3,0.4241786612813965
sudden,304,4,2,4,0.42809535857930975
sudden,304,4,3,4,0.0
sudden,304,5,0,1,0.0
sudden,304,5,0,2,0.4900522387676488
sudden,304,5,0,3,0.0
sudden,304,5,0,4,0.5213890343125102
sudden,304,5,1,2,0.4983041876638066
sudden,304,5,1,3,0.49446061467253216
sudden,304,5,1,4,0.6062220284046633
sudden,304,5,2,3,0.4999146348706881
sudden,304,5,2,4,0.8604408524565946
sudden,304,5,3,4,0.4701387772132145
sudden,304,6,0,1,0.0
sudden,304,6,0,2,0.428709921743892
sudden,304,6,0,3,0.0
sudden,304,6,0,4,0.4452850874824671
sudden,304,6,1,2,0.5664915823818155
sudden,304,6,1,3,0.5422894149130563
sudden,304,6,1,4,0.6939607150502478
sudden,304,6,2,3,0.5271812290832437
sudden,304,6,2,4,0.8312101424569605
sudden,304,6,3,4,0.4884474471015334
sudden,304,7,0,1,0.0
sudden,304,7,0,2,0.4096026899301269
sudden,304,7,0,3,0.0
sudden,304,7,0,4,0.47482830282462835
sudden,304,7,1,2,0.534822000344821
sudden,304,7,1,3,0.6154442176482685
sudden,304,7,1,4,0.685991521265615
sudden,304,7,2,3,0.676782762942775
sudden,304,7,2,4,0.8041748623500323
sudden,304,7,3,4,0.6342559764333606
sudden,304,8,0,1,0.30907012899079833
sudden,304,8,0,2,0.36974625851689336
sudden,304,8,0,3,0.0
sudden,304,8,0,4,0.5351242474519194
sudden,304,8,1,2,0.5399436404556054
sudden,304,8,1,3,0.6363683304094141
sudden,304,8,1,4,0.7384810680028071
sudden,304,8,2,3,0.5930172873973516
sudden,304,8,2,4,0.6971674949974654
sudden,304,8,3,4,0.5293659441601747
sudden,304,9,0,1,0.2670534738765379
sudden,304,9,0,2,0.3692610243181548
sudden,304,9,0,3,0.0
sudden,304,9,0,4,0.48079427725585877
sudden,304,9,1,2,0.6016501685026129
sudden,304,9,1,3,0.7143970781570784
sudden,304,9,1,4,0.7817106551105252
sudden,304,9,2,3,0.45976942088207695
sudden,304,9,2,4,0.6945120421515625
sudden,304,9,3,4,0.5102059639801952
sudden,304,10,0,1,0.2761246330112654
sudden,304,10,0,2,0.49643074160236544
sudden,304,10,0,3,0.0
sudden,304,10,0,4,0.5818766349092016
sudden,304,10,1,2,0.5326758886380181
sudden,304,10,1,3,0.7363842282812172
sudden,304,10,1,4,0.6923024018773096
sudden,304,10,2,3,0.42680519872284023
sudden,304,10,2,4,0.7015180758283606
sudden,304,10,3,4,0.4657832789888169
sudden,304,11,0,1,0.0
sudden,304,11,0,2,0.38347561985185286
sudden,304,11,0,3,0.0
sudden,304,11,0,4,0.5740951644338541
sudden,304,11,1,2,0.4328836715390873
sudden,304,11,1,3,0.6765354339875704
sudden,304,11,1,4,0.6540568229264694
sudden,304,11,2,3,0.4220874057633348
sudden,304,11,2,4,0.6076802431542857
sudden,304,11,3,4,0.42505297079405246
